rank,company,revenues,revenue % change,profits,profits % change,assets,market val,change in rank 1000,employees,change in rank 500,year
113,DuPont2017,24594,-0.12,2513,0.287,39964,69451,-12,"46,000",-12,2017.00
114,Northrop Grumman2017,24508,0.042,2200,0.106,25614,41577,4,"67,000",4,2017.00
115,ConocoPhillips2017,24360,-0.213,-3615,-,89772,61692,-25,"13,300",-25,2017.00
116,Raytheon2017,24069,0.035,2211,0.066,30052,44664,4,"63,000",4,2017.00
117,Andeavor2017,24005,-0.147,734,-0.523,20398,9515,-19,"6,308",-19,2017.00
118,Arrow Electronics2017,23825,0.023,522.8,0.05,14206,6546,1,"18,700",1,2017.00
119,Qualcomm2017,23554,-0.068,5705,0.082,52359,84694,-9,"30,500",-9,2017.00
120,Progressive2017,23441,0.124,1031,-0.187,33428,22760,17,"31,721",17,2017.00
121,Duke Energy2017,23369,-0.01,2152,-0.236,132761,57397,-6,"28,798",-6,2017.00
122,Enterprise Products Partners2017,23022,-0.148,2513.1,-0.003,52194,58522,-18,"6,800",-18,2017.00
123,Amgen2017,22991,0.061,7722,0.113,77626,120830,7,"19,200",7,2017.00
124,US Foods Holding2017,22919,-0.009,209.8,0.252,8945,6207,-2,"25,000",-2,2017.00
125,U.S. Bancorp2017,22744,0.058,5888,0.002,445964,87201,6,"71,191",6,2017.00
126,Aflac2017,22559,0.081,2659,0.05,129819,29053,9,"10,212",9,2017.00
127,Sears Holdings2017,22138,-0.12,-2221,-,9362,1231,-16,"140,000",-16,2017.00
128,Dollar General2017,21987,0.079,1251.1,0.074,11672,19182,11,"121,000",11,2017.00
129,AutoNation2017,21609,0.036,430.5,-0.027,10060,4268,7,"26,000",7,2017.00
130,Community Health Systems2017,21374,-0.058,-1721,-,21944,1010,-5,"108,000",-5,2017.00
131,Starbucks2017,21316,0.112,2817.7,0.022,14330,85092,15,"254,000",15,2017.00
132,Eli Lilly2017,21222,0.063,2737.6,0.137,38806,92803,9,"41,975",9,2017.00
133,International Paper2017,21079,-0.058,904,-0.036,33345,20884,-6,"55,000",-6,2017.00
134,Tenet Healthcare2017,21070,0.048,-192,-,24701,1777,6,"116,475",6,2017.00
135,Abbott Laboratories2017,20853,0.009,1400,-0.683,52666,76740,3,"75,000",3,2017.00
136,Dollar Tree2017,20719,0.337,896.2,2.174,15702,18540,44,"116,050",44,2017.00
137,Whirlpool2017,20718,-0.008,888,0.134,19153,12762,-3,"93,000",-3,2017.00
138,Southwest Airlines2017,20425,0.031,2244,0.029,23286,33076,4,"53,536",4,2017.00
139,Emerson Electric2017,20268,-0.091,1635,-0.397,21743,38614,-11,"103,500",-11,2017.00
140,Staples2017,20217,-0.04,-1497,-4.948,8271,5723,-8,"61,503",-8,2017.00
141,Plains GP Holdings2017,20182,-0.128,94,-0.203,26103,9127,-20,"5,100",-20,2017.00
142,Penske Automotive Group2017,20143,0.04,342.9,0.052,8861,4001,1,"24,000",1,2017.00
143,Union Pacific2017,19941,-0.086,4233,-0.113,55718,85911,-14,"42,919",-14,2017.00
144,Danaher2017,19912,-0.048,2553.7,-0.239,45295,59359,-11,"62,000",-11,2017.00
145,Southern2017,19896,0.138,2448,0.034,109697,49335,17,"32,015",17,2017.00
146,ManpowerGroup2017,19654,0.017,443.7,0.058,7574,6938,-2,"28,000",-2,2017.00
147,Bristol-Myers Squibb2017,19427,0.173,4457,1.848,33707,89591,21,"25,000",21,2017.00
148,Altria Group2017,19337,0.026,14239,1.717,45932,138513,1,"8,300",1,2017.00
149,Fluor2017,19037,0.051,281.4,-0.318,9216,7353,6,"61,551",6,2017.00
150,Kohl's2017,18686,-0.027,556,-0.174,13574,6862,-5,"85,000",-5,2017.00
151,Lear2017,18558,0.019,975.1,0.308,9901,9726,3,"148,400",3,2017.00
152,Jabil2017,18353,0.025,254.1,-0.105,10323,5270,6,"138,000",6,2017.00
153,Hartford Financial Services Group2017,18300,-0.004,896,-0.467,223432,17795,-1,"16,900",-1,2017.00
154,Thermo Fisher Scientific2017,18274,0.077,2021.8,0.023,45908,59964,10,"54,800",10,2017.00
155,Kimberly-Clark2017,18202,-0.021,2166,1.138,14602,46828,-4,"42,000",-4,2017.00
156,Molina Healthcare2017,17782,0.254,52,-0.636,7449,2601,45,"21,000",45,2017.00
157,PG&E Corp.2017,17666,0.049,1393,0.594,68598,33696,9,"24,000",9,2017.00
158,Supervalu2017,17529,-0.016,178,-0.073,4370,1033,2,"38,000",2,2017.00
159,Cummins2017,17509,-0.084,1394,-0.004,15011,25397,-11,"55,400",-11,2017.00
160,CenturyLink2017,17470,-0.024,626,-0.287,47017,12883,-1,"40,000",-1,2017.00
161,AECOM2017,17411,-0.032,96.1,-,13727,5528,-5,"87,000",-5,2017.00
162,Xerox2017,17126,-0.082,-477,-2.006,18145,7462,-12,"133,600",-12,2017.00
163,Marriott International2017,17072,0.179,780,-0.092,24140,36124,32,"226,500",32,2017.00
164,Paccar2017,17033,-0.109,521.7,-0.675,20639,23604,-17,"23,000",-17,2017.00
165,General Mills2017,16563,-0.061,1697.4,0.39,21712,33998,-4,"39,000",-4,2017.00
166,PNC Financial Services Group2017,16423,0.009,3903,-0.049,366380,58455,5,"50,683",5,2017.00
167,American Electric Power2017,16380,-0.031,610.9,-0.702,63468,33009,-2,"17,634",-2,2017.00
168,Icahn Enterprises2017,16348,0.07,-1128,-,33335,7989,16,"90,980",16,2017.00
169,Nucor2017,16208,-0.014,796.3,1.226,15224,19051,1,"23,900",1,2017.00
170,NextEra Energy2017,16155,-0.076,2912,0.058,89993,60099,-7,"14,700",-7,2017.00
171,Performance Food Group2017,16105,0.055,68.3,0.209,3455,2464,14,"13,000",14,2017.00
172,PBF Energy2017,15920,0.213,170.8,0.167,7622,2431,45,"3,165",45,2017.00
173,Halliburton2017,15887,-0.328,-5763,-,27000,42662,-56,"50,000",-56,2017.00
174,CarMax2017,15833,0.064,623.4,0.044,14482,11081,17,"22,429",17,2017.00
175,Freeport-McMoRan2017,15789,-0.006,-4154,-,37317,19310,-,"30,000",-,2017.00
176,Whole Foods Market2017,15724,0.022,507,-0.054,6341,9468,5,"73,515",5,2017.00
177,Bank of New York Mellon2017,15683,0.01,3547,0.123,333469,48913,2,"52,000",2,2017.00
178,Gap2017,15516,-0.018,676,-0.265,7610,9712,-1,"135,000",-1,2017.00
179,Omnicom Group2017,15417,0.019,1148.6,0.05,23165,20219,7,"78,500",7,2017.00
180,Genuine Parts2017,15340,0.004,687.2,-0.026,8859,13712,3,"40,000",3,2017.00
181,DaVita2017,15197,0.069,879.9,2.262,18741,13227,19,"70,300",19,2017.00
182,Colgate-Palmolive2017,15195,-0.052,2441,0.764,12123,64715,-8,"36,700",-8,2017.00
183,PPG Industries2017,15178,-0.01,877,-0.376,15769,26970,-1,"47,000",-1,2017.00
184,Goodyear Tire & Rubber2017,15158,-0.078,1264,3.117,16511,9070,-15,"66,000",-15,2017.00
185,Synchrony Financial2017,15122,0.11,2251,0.017,90207,27810,-,"15,000",-,2017.00
186,DISH Network2017,15095,0.002,1449.9,0.941,28092,29547,1,"16,000",1,2017.00
187,Visa2017,15082,0.087,5991,-0.053,64035,206242,17,"14,200",17,2017.00
188,Nordstrom2017,14757,0.022,354,-0.41,7858,7770,9,"72,500",9,2017.00
189,INTL FCStone2017,14755,-0.575,54.7,-0.018,5951,708,-106,"1,464",-106,2017.00
190,WestRock2017,14706,0.292,-396.3,-1.782,23038,13029,61,"39,000",61,2017.00
191,XPO Logistics2017,14619,0.918,69,-,11698,5338,162,"87,000",162,2017.00
192,Aramark2017,14416,0.006,287.8,0.22,10582,9081,7,"217,250",7,2017.00
193,CBS2017,14386,0.036,1261,-0.108,24238,28405,10,"18,410",10,2017.00
194,AES2017,14287,-0.045,-1130,-4.693,36119,7371,-4,"19,000",-4,2017.00
195,WellCare Health Plans2017,14237,0.025,242.1,1.041,6153,6212,7,"7,400",7,2017.00
196,FirstEnergy2017,14156,-0.031,-6177,-,43148,14118,-8,"15,707",-8,2017.00
197,Conagra Brands2017,14134,-0.108,-677,-,13391,17557,-21,"20,900",-21,2017.00
198,Synnex2017,14062,0.054,234.9,0.127,5223,4469,14,"110,000",14,2017.00
199,CDW2017,13982,0.076,424.4,0.053,6948,9197,21,"8,516",21,2017.00
200,Textron2017,13788,0.027,962,0.38,15358,12851,9,"36,000",9,2017.00
201,Waste Management2017,13609,0.05,1182,0.57,20859,32216,20,"41,200",20,2017.00
202,Illinois Tool Works2017,13599,0.014,2035,0.072,15201,45791,9,"50,000",9,2017.00
203,Office Depot2017,13585,-0.062,529,-,5540,2402,-7,"38,000",-7,2017.00
204,Monsanto2017,13502,-0.1,1336,-0.423,19736,49644,-15,"22,450",-15,2017.00
205,Cognizant Technology Solutions2017,13487,0.086,1553,-0.043,14262,36226,25,"260,200",25,2017.00
206,Texas Instruments2017,13370,0.028,3595,0.204,16431,80531,13,"29,865",13,2017.00
207,Lincoln National2017,13330,-0.018,1192,0.033,261627,14760,-2,"9,057",-2,2017.00
208,Newell Brands2017,13264,1.221,527.8,0.508,33838,22787,226,"53,400",226,2017.00
209,Land O'Lakes2017,13233,0.006,244.9,-0.204,8305,-,6,"10,000",6,2017.00
210,Marsh & McLennan2017,13211,0.025,1768,0.106,18190,38078,12,"60,000",12,2017.00
211,Ecolab2017,13153,-0.029,1229.6,0.227,18330,36356,-5,"47,565",-5,2017.00
212,C.H. Robinson Worldwide2017,13144,-0.025,513.4,0.007,3688,10958,-4,"14,125",-4,2017.00
213,Loews2017,13105,-0.023,654,1.515,76594,15747,-3,"15,800",-3,2017.00
214,CBRE Group2017,13072,0.204,572,0.045,10780,11753,45,"75,000",45,2017.00
215,Kinder Morgan2017,13058,-0.093,708,1.798,80305,48533,-17,"11,121",-17,2017.00
216,Kellogg2017,13014,-0.038,694,0.13,15111,25417,-9,"37,369",-9,2017.00
217,Western Digital2017,12994,-0.108,242,-0.835,32862,23775,-23,"72,878",-23,2017.00
218,Guardian Life Ins. Co. of America2017,12919,0.023,263.9,-0.357,70339,-,8,"8,876",8,2017.00
219,Ross Stores2017,12867,0.078,1117.7,0.095,5309,25814,18,"78,600",18,2017.00
220,L Brands2017,12574,0.035,1158.1,-0.076,8170,13426,14,"59,100",14,2017.00
221,J.C. Penney2017,12547,-0.006,1,-,9314,1901,7,"106,000",7,2017.00
222,Farmers Insurance Exchange2017,12513,-0.009,-147.9,-,16057,-,5,"13,309",5,2017.00
223,Reynolds American2017,12503,0.171,6073,0.867,51095,89862,43,"5,525",43,2017.00
224,Viacom2017,12488,-0.059,1438,-0.252,22508,18503,-11,"9,650",-11,2017.00
225,Becton Dickinson2017,12483,0.214,976,0.404,25586,39041,53,"50,928",53,2017.00
226,Micron Technology2017,12399,-0.234,-276,-1.095,27540,31972,-53,"31,400",-53,2017.00
227,Principal Financial2017,12394,0.036,1316.5,0.067,228014,18143,9,"14,854",9,2017.00
228,Arconic2017,12394,-0.45,-941,-,20038,11604,-102,"41,500",-102,2017.00
229,NRG Energy2017,12351,-0.158,-774,-,30355,5911,-36,"8,763",-36,2017.00
230,VF2017,12207,-0.014,1074.1,-0.128,9739,22786,1,"69,000",1,2017.00
231,Devon Energy2017,12197,-0.072,-3302,-,25913,21886,-15,"3,545",-15,2017.00
232,D.R. Horton2017,12157,0.123,886.3,0.181,11559,12438,28,"6,976",28,2017.00
233,Bed Bath & Beyond2017,12104,0.019,841.5,-0.121,6499,5931,5,"62,000",5,2017.00
234,Consolidated Edison2017,12075,-0.038,1245,0.044,48255,23708,-5,"14,960",-5,2017.00
235,Edison International2017,11869,0.03,1311,0.285,51319,25938,11,"12,390",11,2017.00
236,Sherwin-Williams2017,11856,0.046,1132.7,0.075,6753,28891,17,"42,550",17,2017.00
237,NGL Energy Partners2017,11742,-0.301,-198.9,-6.332,5560,2686,-70,"3,200",-70,2017.00
238,Dominion Energy2017,11737,0.005,2123,0.118,71610,48732,5,"16,200",5,2017.00
239,Ameriprise Financial2017,11735,-0.038,1314,-0.159,139821,19953,-7,"13,195",-7,2017.00
240,ADP2017,11668,0.017,1492.5,0.028,43670,45963,8,"57,000",8,2017.00
241,Hilton Worldwide Holdings2017,11663,0.035,348,-0.752,26211,19276,13,"169,000",13,2017.00
242,First Data2017,11584,0.012,420,-,40292,14224,7,"24,000",7,2017.00
243,Henry Schein2017,11572,0.089,506.8,0.058,6730,13461,25,"21,000",25,2017.00
244,"Toys ""R"" Us2017",11540,-0.022,-36,-,6908,-,-4,"64,000",-4,2017.00
245,BB&T Corp.2017,11538,0.115,2426,0.164,219276,36141,28,"37,500",28,2017.00
246,Reinsurance Group of America2017,11522,0.106,701.4,0.397,53098,8169,25,"2,371",25,2017.00
247,Core-Mark Holding2017,11507,0.299,54.2,0.052,1497,1445,70,"7,688",70,2017.00
248,Biogen2017,11449,0.064,3702.8,0.044,22877,59046,15,"7,400",15,2017.00
249,Las Vegas Sands2017,11410,-0.024,1670,-0.151,20469,45313,-8,"49,000",-8,2017.00
250,Stanley Black & Decker2017,11407,0.017,965.3,0.092,15635,20280,6,"54,023",6,2017.00
251,Parker-Hannifin2017,11361,-0.106,806.8,-0.203,12057,21370,-27,"48,950",-27,2017.00
252,Stryker2017,11325,0.139,1647,0.145,20435,49115,35,"33,000",35,2017.00
253,Estee Lauder2017,11262,0.045,1114.6,0.024,9223,31068,8,"46,000",8,2017.00
254,Celgene2017,11229,0.213,1999.2,0.248,28086,96802,51,"7,132",51,2017.00
255,BlackRock2017,11155,-0.022,3172,-0.052,220177,62225,-5,"13,000",-5,2017.00
256,Xcel Energy2017,11107,0.007,1123.4,0.141,41155,22546,1,"11,476",1,2017.00
257,CSX2017,11069,-0.063,1714,-0.129,35414,43126,-18,"26,628",-18,2017.00
258,Unum Group2017,11047,0.029,931.4,0.074,61942,10749,7,"9,400",7,2017.00
259,Jacobs Engineering Group2017,10964,-0.095,210.5,-0.305,7360,6693,-24,"49,350",-24,2017.00
260,Lennar2017,10950,0.156,911.8,0.136,15362,12002,41,"8,335",41,2017.00
261,Group 1 Automotive2017,10888,0.024,147.1,0.565,4462,1584,6,"13,500",6,2017.00
262,Leucadia National2017,10875,-0.069,130,-0.542,45071,9355,-20,"13,000",-20,2017.00
263,Entergy2017,10846,-0.058,-583.6,-,45904,13685,-16,"13,513",-16,2017.00
264,PayPal Holdings2017,10842,0.172,1401,0.141,33103,51650,43,"18,100",43,2017.00
265,Applied Materials2017,10825,0.121,1721,0.25,14588,42005,30,"16,150",30,2017.00
266,Voya Financial2017,10782,-0.049,-428,-2.048,214235,7191,-14,"6,700",-14,2017.00
267,Mastercard2017,10776,0.115,4059,0.066,18675,121234,27,"11,900",27,2017.00
268,Priceline Group2017,10743,0.165,2135,-0.163,19839,87522,40,"18,500",40,2017.00
269,Liberty Interactive2017,10647,0.066,1235,0.421,20355,9101,15,"21,080",15,2017.00
270,AutoZone2017,10636,0.044,1241,0.07,8600,20540,10,"66,780",10,2017.00
271,State Street Corp.2017,10635,-0.012,2143,0.082,242698,30406,-7,"33,783",-7,2017.00
272,DTE Energy2017,10630,0.028,868,0.194,32041,18317,2,"10,000",2,2017.00
273,L3 Technologies2017,10597,-0.083,710,-,11865,12859,-28,"38,000",-28,2017.00
274,HollyFrontier2017,10536,-0.204,-260.5,-1.352,9436,5048,-60,"2,676",-60,2017.00
275,Praxair2017,10534,-0.022,1500,-0.03,19332,33834,-13,"26,498",-13,2017.00
276,Universal Health Services2017,10508,0.074,702.4,0.032,10318,12022,14,"70,863",14,2017.00
277,Discover Financial Services2017,10497,0.049,2393,0.042,92308,26255,6,"15,549",6,2017.00
278,Occidental Petroleum2017,10398,-0.181,-574,-,43109,48444,-53,"11,000",-53,2017.00
279,United States Steel2017,10261,-0.113,-440,-,9160,5893,-35,"29,800",-35,2017.00
280,Sempra Energy2017,10183,-0.005,1370,0.016,47786,27692,-1,"16,575",-1,2017.00
281,Baxter International2017,10163,0.02,4965,4.129,15546,28106,5,"48,000",5,2017.00
282,W.W. Grainger2017,10137,0.016,605.9,-0.212,5694,13668,3,"25,000",3,2017.00
283,Autoliv2017,10074,0.099,567.1,0.241,8234,9032,27,"65,900",27,2017.00
284,Norfolk Southern2017,9888,-0.059,1668,0.072,34892,32515,-14,"27,856",-14,2017.00
285,Baker Hughes2017,9841,-0.375,-2738,-,19034,25444,-107,"33,000",-107,2017.00
286,Ally Financial2017,9835,0.031,1067,-0.172,163728,9437,12,"7,600",12,2017.00
287,Sonic Automotive2017,9732,0.011,93.2,0.08,3639,900,10,"9,800",10,2017.00
288,Owens & Minor2017,9723,-0.005,108.8,0.052,2718,2114,3,"7,900",3,2017.00
289,Huntsman2017,9657,-0.062,326,2.505,9189,5880,-12,"15,000",-12,2017.00
290,Laboratory Corp. of America2017,9642,0.111,732.1,0.676,14247,14696,35,"52,000",35,2017.00
291,Murphy USA2017,9633,-0.115,221.5,0.256,2089,2706,-33,"6,600",-33,2017.00
292,Advance Auto Parts2017,9568,-0.017,459.6,-0.029,8315,10944,1,"57,500",1,2017.00
293,Fidelity National Financial2017,9554,0.046,650,0.233,14463,10600,18,"55,219",18,2017.00
294,Air Products & Chemicals2017,9524,-0.037,631.1,-0.506,18055,29438,-6,"18,450",-6,2017.00
295,Hormel Foods2017,9523,0.028,890.1,0.297,6370,18316,9,"21,100",9,2017.00
296,Hertz Global Holdings2017,9480,-0.1,-491,-2.799,19155,1456,-27,"36,000",-27,2017.00
297,MGM Resorts International2017,9455,0.029,1101.4,-,28173,15733,12,"66,500",12,2017.00
298,Corning2017,9390,0.031,3695,1.76,27899,25030,15,"40,700",15,2017.00
299,Republic Services2017,9388,0.03,612.6,-0.183,20630,21312,13,"33,000",13,2017.00
300,Alcoa2017,9318,-,-400,-,16741,6337,-,"14,000",-,2017.00
301,Fidelity National Information Services2017,9241,0.401,568,-0.101,26031,26178,91,"55,000",91,2017.00
302,Pacific Life2017,9169,0.061,824,0.247,143298,-,24,"3,628",24,2017.00
303,SunTrust Banks2017,9161,0.074,1878,-0.028,204875,27175,26,"24,375",26,2017.00
304,LKQ2017,9082,0.263,464,0.096,8303,9021,65,"42,500",65,2017.00
305,BorgWarner2017,9071,0.131,118.5,-0.806,8835,8895,34,"27,000",34,2017.00
306,Ball2017,9061,0.133,263,-0.064,16173,13000,35,"18,450",35,2017.00
306,CST Brands2017,9061,-0.046,324,1.174,4360,3645,-7,"12,380",-7,2017.00
306,Public Service Enterprise Group2017,9061,-0.13,887,-0.472,40070,22451,-34,"13,065",-34,2017.00
309,Eastman Chemical2017,9008,-0.066,854,0.007,15457,11783,-13,"14,000",-13,2017.00
310,eBay2017,8979,-0.054,7266,3.212,23847,36232,-10,"12,600",-10,2017.00
311,Mohawk Industries2017,8959,0.11,930.4,0.512,10231,17025,27,"37,800",27,2017.00
312,Oneok2017,8921,0.149,352,0.437,16139,11684,36,"2,384",36,2017.00
313,Frontier Communications2017,8896,0.595,-373,-,29013,2521,148,"28,332",148,2017.00
314,Netflix2017,8831,0.303,186.7,0.522,13587,63619,65,"3,850",65,2017.00
315,American Family Insurance Group2017,8829,0.066,325.6,-0.531,22662,-,17,"10,471",17,2017.00
316,Thrivent Financial for Lutherans2017,8777,-0.001,587.8,-0.236,88561,-,2,"3,282",2,2017.00
317,Expedia2017,8774,0.315,281.8,-0.631,15778,18901,68,"20,075",68,2017.00
318,Lithia Motors2017,8678,0.103,197.1,0.077,3844,2156,28,"11,170",28,2017.00
319,Avis Budget Group2017,8659,0.018,163,-0.479,17643,2528,11,"25,600",11,2017.00
320,Reliance Steel & Aluminum2017,8613,-0.079,304.3,-0.023,7411,5830,-17,"14,500",-17,2017.00
321,GameStop2017,8608,-0.081,353.2,-0.123,4976,2282,-19,"41,750",-19,2017.00
322,Tenneco2017,8599,0.048,363,0.47,4342,3390,12,"31,000",12,2017.00
323,O'Reilly Automotive2017,8593,0.079,1037.7,0.114,7204,24730,19,"58,397",19,2017.00
324,Peter Kiewit Sons'2017,8573,-0.047,396,0.578,6179,-,-10,"20,000",-10,2017.00
325,United Natural Foods2017,8470,0.035,125.8,-0.093,2852,2187,10,"9,554",10,2017.00
326,salesforce.com2017,8392,0.259,179.6,-,17585,58362,60,"25,000",60,2017.00
327,Boston Scientific2017,8386,0.122,347,-,18096,34046,32,"27,000",32,2017.00
328,Newmont Mining2017,8379,0.084,-627,-3.85,21031,17518,21,"12,438",21,2017.00
329,Genworth Financial2017,8369,-0.095,-277,-,104658,2056,-23,"3,400",-23,2017.00
330,Live Nation Entertainment2017,8355,0.153,2.9,-,6764,6219,36,"11,500",36,2017.00
331,Veritiv2017,8327,-0.045,21,-0.213,2484,813,-8,"8,700",-8,2017.00
332,News Corp.2017,8319,-0.036,179,-,15483,7559,-5,"24,000",-5,2017.00
333,Crown Holdings2017,8284,-0.055,496,0.262,9599,7367,-12,"23,992",-12,2017.00
334,Global Partners2017,8240,-0.201,-199.4,-5.578,2564,663,-58,"1,770",-58,2017.00
335,PVH2017,8203,0.023,549,-0.041,11068,8092,5,"26,650",5,2017.00
336,Level 3 Communications2017,8172,-0.007,677,-0.803,24888,20638,-3,"12,600",-3,2017.00
337,Navistar International2017,8111,-0.2,-97,-,5653,2416,-56,"11,300",-56,2017.00
338,Univar2017,8074,-0.101,-68.4,-5.145,5390,4293,-23,"8,700",-23,2017.00
339,Campbell Soup2017,7961,-0.015,563,-0.185,7837,17423,-2,"16,500",-2,2017.00
340,Dick's Sporting Goods2017,7922,0.09,287.4,-0.13,4058,5489,25,"27,550",25,2017.00
341,Weyerhaeuser2017,7902,0.116,1027,1.03,19243,25451,32,"10,400",32,2017.00
342,Mutual of Omaha Insurance2017,7899,0.092,356.6,0.071,38465,-,25,"5,732",25,2017.00
343,Chesapeake Energy2017,7872,-0.383,-4401,-,13028,5394,-120,"3,300",-120,2017.00
344,Anadarko Petroleum2017,7869,-0.095,-3071,-,45564,34640,-20,"4,500",-20,2017.00
345,Interpublic Group2017,7847,0.031,608.5,0.339,12485,9648,10,"49,800",10,2017.00
346,J.M. Smucker2017,7811,0.372,688.7,0.997,15984,15263,106,"6,910",106,2017.00
347,Steel Dynamics2017,7777,0.024,382.1,-,6424,8425,9,"7,695",9,2017.00
348,Foot Locker2017,7766,0.048,664,0.227,3840,9818,13,"32,965",13,2017.00
349,Western Refining2017,7743,-0.209,124.9,-0.693,5560,3812,-60,"7,134",-60,2017.00
350,SpartanNash2017,7735,0.011,56.8,-0.094,1930,1313,1,"11,500",1,2017.00
351,Dean Foods2017,7710,-0.051,119.9,-,2606,1786,-15,"17,000",-15,2017.00
352,Zimmer Biomet Holdings2017,7684,0.281,305.9,1.081,26684,24571,79,"18,500",79,2017.00
353,PulteGroup2017,7669,0.282,602.7,0.22,10178,7466,80,"4,623",80,2017.00
354,W.R. Berkley2017,7654,0.062,601.9,0.195,23365,8561,14,"7,608",14,2017.00
355,Quanta Services2017,7651,0.002,198.4,-0.362,5354,5386,-3,"28,100",-3,2017.00
356,EOG Resources2017,7651,-0.126,-1096.7,-,29459,56302,-34,"2,650",-34,2017.00
357,Charles Schwab2017,7644,0.176,1889,0.305,223383,54555,44,"16,200",44,2017.00
358,Eversource Energy2017,7639,-0.04,942.3,0.073,32053,18627,-15,"7,762",-15,2017.00
359,Anixter International2017,7625,0.156,120.5,-0.056,4094,2626,32,"8,900",32,2017.00
360,EMCOR Group2017,7552,0.123,181.9,0.056,3894,3756,21,"31,000",21,2017.00
361,Assurant2017,7532,-0.271,565.4,2.994,29709,5298,-86,"14,700",-86,2017.00
362,CenterPoint Energy2017,7528,0.019,432,-,21829,11882,1,"7,727",1,2017.00
363,Harris2017,7527,0.481,324,-0.03,11996,13849,142,"21,000",-,2017.00
364,HD Supply Holdings2017,7524,-0.143,196,-0.867,5707,8296,-44,"14,000",-44,2017.00
365,PPL2017,7517,-0.02,1902,1.789,38315,25448,-15,"12,689",-15,2017.00
366,Quest Diagnostics2017,7515,0.003,645,-0.09,10100,13501,-8,"43,000",-8,2017.00
367,Williams2017,7499,0.019,-424,-,46835,24436,-3,"5,604",-3,2017.00
368,WEC Energy Group2017,7472,0.261,939,0.471,30123,19134,69,"8,074",69,2017.00
369,Hershey2017,7440,0.007,720,0.404,5524,23236,-7,"17,140",-7,2017.00
370,AGCO2017,7411,-0.008,160.1,-0.399,7168,4783,-10,"19,795",-10,2017.00
371,Ralph Lauren2017,7405,-0.028,396,-0.436,6213,6710,-17,"20,500",-17,2017.00
372,Masco2017,7357,-0.069,491,0.383,5137,10888,-27,"26,000",-27,2017.00
373,WESCO International2017,7336,-0.024,101.6,-0.518,4491,3389,-16,"9,000",-16,2017.00
374,LifePoint Health2017,7274,0.209,121.9,-0.33,6319,2616,56,"47,000",56,2017.00
375,National Oilwell Varco2017,7251,-0.509,-2412,-,21140,15183,-183,"36,384",-183,2017.00
376,Kindred Healthcare2017,7227,0.018,-664.2,-,6113,711,-4,"76,650",-4,2017.00
377,Mosaic2017,7163,-0.195,297.8,-0.702,16841,10242,-61,"8,700",-61,2017.00
378,Alliance Data Systems2017,7138,0.108,515.8,-0.135,25514,13925,26,"17,000",26,2017.00
379,Computer Sciences2017,7106,-0.417,251,-,7736,9746,-146,"59,000",-146,2017.00
380,Huntington Ingalls Industries2017,7068,0.007,573,0.418,6352,9265,-2,"37,000",-2,2017.00
381,Leidos Holdings2017,7043,0.385,244,-0.039,9132,7696,123,"32,000",-,2017.00
382,Erie Insurance Group2017,7016,0.057,741.9,0.107,18417,-,29,"4,988",29,2017.00
383,Tesla2017,7000,0.73,-674.9,-,22664,45390,205,"30,025",-,2017.00
384,Ascena Retail Group2017,6995,0.456,-11.9,-,5506,830,139,"41,000",-,2017.00
385,Darden Restaurants2017,6934,-0.032,375,-0.471,4583,10389,-14,"150,942",-14,2017.00
386,Harman International Industries2017,6912,0.123,361.7,0.056,6054,-,33,"26,000",33,2017.00
387,Nvidia2017,6910,0.379,1666,1.713,9841,64160,121,"10,299",-,2017.00
388,R.R. Donnelley & Sons2017,6896,-0.387,-495.9,-4.282,4285,846,-133,"44,360",-133,2017.00
389,Fifth Third Bancorp2017,6889,-0.02,1564,-0.086,142177,19066,-13,"17,844",-13,2017.00
390,Quintiles IMS Holdings2017,6878,0.199,115,-0.703,21208,18999,57,"50,000",57,2017.00
391,Jones Lang LaSalle2017,6804,0.14,318.2,-0.275,7629,5043,45,"77,300",45,2017.00
392,Dover2017,6794,-0.033,508.9,-0.415,10116,12502,-15,"29,000",-15,2017.00
393,Spirit AeroSystems Holdings2017,6793,0.022,469.7,-0.404,5405,6900,-4,"14,400",-4,2017.00
394,Ryder System2017,6787,0.033,262.5,-0.139,10903,3992,1,"34,500",1,2017.00
395,A-Mark Precious Metals2017,6784,0.118,9.3,0.315,437,120,31,83,31,2017.00
396,Tractor Supply2017,6780,0.089,437.1,0.065,2675,8960,19,"19,500",19,2017.00
397,Sealed Air2017,6778,-0.036,486.4,0.45,7389,8432,-22,"23,000",-22,2017.00
398,Auto-Owners Insurance2017,6775,0.04,706.3,-0.134,21571,-,-,"4,737",-,2017.00
399,Yum China Holdings2017,6752,-,502,-,3727,10453,-,"420,000",-,2017.00
400,Calpine2017,6716,0.038,92,-0.609,19317,3989,2,"2,372",2,2017.00
401,Owens-Illinois2017,6702,0.089,209,0.548,9135,3316,17,"27,000",17,2017.00
402,Targa Resources2017,6691,0.005,-187.3,-4.213,12871,11743,-15,"1,970",-15,2017.00
403,JetBlue Airways2017,6632,0.034,759,0.121,9487,6875,2,"15,986",2,2017.00
403,Jones Financial (Edward Jones)2017,6632,-0.009,746,-0.11,19424,-,-21,"43,000",-21,2017.00
405,Franklin Resources2017,6618,-0.167,1726.7,-0.152,16099,23823,-61,"9,059",-61,2017.00
406,Activision Blizzard2017,6608,0.417,966,0.083,17452,37487,126,"9,500",-,2017.00
